UniqueCode,QualQuantInc,CADIMA Ref,Author,Study,PubYear,Journal,Study ID,Fire,Grazing,Tourism,Elevation_Stated,Elevation_Est,Elev_Est_Lower,Elev_Est_Upper,Slope,Slope_New,Landform,Landform_Analysis,Aspect,Temperature,Rainfall,Snow,Bare ground,Studysite,Loc.y,Loc.x,Studysite.aggregate,StudySite.LatLong,Loc.y2,Loc.x2,Studysite.aggregate.2,Loc.y.2,Loc.x.2,Study design,Independence?,Study details,Sampling method,Scale,N,r,Other?,Reason for study,Initial ES?,Aggregate.InitialES,Aggregate.InitialES2,Shrub.Dominant,Treatment,TreatmentAggregate1,TreatmentAggregate2,Treatment_Thematic,Treatment_Thematic1,TimeSinceFire...50,TimeSinceGrazing,Response,Family,Form.Category,Alpine.Zone,Alpine.Zone2,Region,Groundwater Association,Ecosystem Types,Seeder.Resprouter,Seeder.Resprouter2,Old.Response,Response.Level,Metric,Metric-Notes,Metric.Aggregate,Metric.Aggregate.Old,QualDirection,Control.Exposure,Design,Year.Initial,Mean...71,SD...72,Year.Final,Mean...74,SD...75,TimeSpan,MeanChange...77,AnnualChange,StandardisedAnnualChange,StandardisedAnnualChange.2,MeanChange...81,TimeSinceFire.New,Climate,Climate.Confounding?,Grazing.Confounding,ID,RainJuly,RainJan,JanTempMin,JanTempMax,JulyTempMin,JulyTempMax
262,Quant+Qual,Manual3,Kirkpatrick & Dickinson 1987,Kirkpatrick & Dickinson 1987,1987,,1,Partial 1971,Unspecified,Unspecified,Unspecified,1200-1600,1200,1600,Summit,Summit,Peak,Slope / Peak,Summit,Unspecified,Unspecified,Unspecified,Unspecified,"Mt Read and Mt Field, Tasmania",-42.34479432,146.1214755,"Multiple, Tasmania","-42.101915231326544, 146.67128556749628",-42.10191523,146.6712856,Tasmania,-42.10191523,146.6712856,CI,1 Impact control,"paired 5m2 quadrats on each summit, 3-10 replicates, 6 sited","Field, observational",Multiple sites,98,6,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,"Fire (3 - 15 years ago, median: 9 years)",Fire ( < 20 ya),Fire,Fire,Fire,9,NA,Ozothamnus rodwayi,Asteraceae,Tall,Subalpine,Subalpine,"Subalpine, Montane",Dry,"Heathland, woodland",Resprouter,Resprouter,Helichrysum backhousii,Species,Mean percentage cover,Mean percentage cover Table 1,Cover,Cover,Promote,Control,CI,1981,2.55,2.830371,1981,2.033333333,2.383834446,9,-0.51666666666666705,-5.7407407407407449E-2,-5.7407407407407449E-2,-0.057407,-0.516666667,9,Omit CI design,Omit CI design,No,Tasmania 1981,142.1999969,32.77500153,8,21.25,-0.5,6.25
262,Quant+Qual,Manual3,Kirkpatrick & Dickinson 1987,Kirkpatrick & Dickinson 1987,1987,,1,Partial 1971,Unspecified,Unspecified,Unspecified,1200-1600,1200,1600,Summit,Summit,Peak,Slope / Peak,Summit,Unspecified,Unspecified,Unspecified,Unspecified,"Mt Read and Mt Field, Tasmania",-42.34479432,146.1214755,"Multiple, Tasmania","-42.101915231326544, 146.67128556749628",-42.10191523,146.6712856,Tasmania,-42.10191523,146.6712856,CI,1 Impact control,"paired 5m2 quadrats on each summit, 3-10 replicates, 6 sited","Field, observational",Multiple sites,98,6,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,"Fire (3 - 15 years ago, median: 9 years)",Fire ( < 20 ya),Fire,Fire,Fire,9,NA,Ozothamnus rodwayi,Asteraceae,Tall,Subalpine,Subalpine,"Subalpine, Montane",Dry,"Heathland, woodland",Resprouter,Resprouter,Helichrysum backhousii,Species,Mean percentage cover,Mean percentage cover Table 1,Cover,Cover,Promote,Exposure,CI,1981,2.033333333,2.383834446,1981,2.55,2.830371,9,0.51666666666666705,5.7407407407407449E-2,5.7407407407407449E-2,0.057407,0.516666667,9,Omit CI design,Omit CI design,No,Tasmania 1981,142.1999969,32.77500153,8,21.25,-0.5,6.25
263,Quant+Qual,Manual3,Kirkpatrick & Dickinson 1987,Kirkpatrick & Dickinson 1987,1987,,1,Partial 1971,Unspecified,Unspecified,Unspecified,1200-1600,1200,1600,Summit,Summit,Peak,Slope / Peak,Summit,Unspecified,Unspecified,Unspecified,Unspecified,"Mt Read and Mt Field, Tasmania",-42.34479432,146.1214755,"Multiple, Tasmania","-42.101915231326544, 146.67128556749628",-42.10191523,146.6712856,Tasmania,-42.10191523,146.6712856,CI,1 Impact control,"paired 5m2 quadrats on each summit, 3-10 replicates, 6 sited","Field, observational",Multiple sites,98,6,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,"Fire (3 - 15 years ago, median: 9 years)",Fire ( < 20 ya),Fire,Fire,Fire,9,NA,Athrotaxis cupressoides,Cupressaceae,Tall,Alpine Subalpine,Alpine Subalpine,"Alpine, Subalpine, Non-alpine",Both,"Open alpine / subalpine, occasional rainforest",Fire killed,No fire tolerance,Athrotaxis cupressoides,Species,Mean percentage cover,Mean percentage cover Table 1,Cover,Cover,Reduce,Control,CI,1981,0,0,1981,2.05,3.12649964,9,2.0500000000000003,0.2277777777777778,0.2277777777777778,0.227778,2.05,9,Omit CI design,Omit CI design,No,Tasmania 1981,142.1999969,32.77500153,8,21.25,-0.5,6.25
263,Quant+Qual,Manual3,Kirkpatrick & Dickinson 1987,Kirkpatrick & Dickinson 1987,1987,,1,Partial 1971,Unspecified,Unspecified,Unspecified,1200-1600,1200,1600,Summit,Summit,Peak,Slope / Peak,Summit,Unspecified,Unspecified,Unspecified,Unspecified,"Mt Read and Mt Field, Tasmania",-42.34479432,146.1214755,"Multiple, Tasmania","-42.101915231326544, 146.67128556749628",-42.10191523,146.6712856,Tasmania,-42.10191523,146.6712856,CI,1 Impact control,"paired 5m2 quadrats on each summit, 3-10 replicates, 6 sited","Field, observational",Multiple sites,98,6,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,"Fire (3 - 15 years ago, median: 9 years)",Fire ( < 20 ya),Fire,Fire,Fire,9,NA,Athrotaxis cupressoides,Cupressaceae,Tall,Alpine Subalpine,Alpine Subalpine,"Alpine, Subalpine, Non-alpine",Both,"Open alpine / subalpine, occasional rainforest",Fire killed,No fire tolerance,Athrotaxis cupressoides,Species,Mean percentage cover,Mean percentage cover Table 1,Cover,Cover,Reduce,Exposure,CI,1981,2.05,3.12649964,1981,0,0,9,-2.0500000000000003,-0.2277777777777778,-0.2277777777777778,-0.227778,-2.05,9,Omit CI design,Omit CI design,No,Tasmania 1981,142.1999969,32.77500153,8,21.25,-0.5,6.25
264,Quant+Qual,Manual3,Kirkpatrick & Dickinson 1987,Kirkpatrick & Dickinson 1987,1987,,1,Partial 1971,Unspecified,Unspecified,Unspecified,1200-1600,1200,1600,Summit,Summit,Peak,Slope / Peak,Summit,Unspecified,Unspecified,Unspecified,Unspecified,"Mt Read and Mt Field, Tasmania",-42.34479432,146.1214755,"Multiple, Tasmania","-42.101915231326544, 146.67128556749628",-42.10191523,146.6712856,Tasmania,-42.10191523,146.6712856,CI,1 Impact control,"paired 5m2 quadrats on each summit, 3-10 replicates, 6 sited","Field, observational",Multiple sites,98,6,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,"Fire (3 - 15 years ago, median: 9 years)",Fire ( < 20 ya),Fire,Fire,Fire,9,NA,Montitega dealbata,Ericaceae,Mat,Alpine Subalpine,Alpine Subalpine,"Alpine, Subalpine, Montane",Dry,Heathland,Fire killed,No fire tolerance,Cyathodes dealbata,Species,Mean percentage cover,Mean percentage cover Table 1,Cover,Cover,Reduce,Control,CI,1981,0.966666667,2.319195263,1981,2.566666667,4.579374047,9,1.5999999999999996,0.17777777777777773,0.17777777777777773,0.177778,1.6,9,Omit CI design,Omit CI design,No,Tasmania 1981,142.1999969,32.77500153,8,21.25,-0.5,6.25
264,Quant+Qual,Manual3,Kirkpatrick & Dickinson 1987,Kirkpatrick & Dickinson 1987,1987,,1,Partial 1971,Unspecified,Unspecified,Unspecified,1200-1600,1200,1600,Summit,Summit,Peak,Slope / Peak,Summit,Unspecified,Unspecified,Unspecified,Unspecified,"Mt Read and Mt Field, Tasmania",-42.34479432,146.1214755,"Multiple, Tasmania","-42.101915231326544, 146.67128556749628",-42.10191523,146.6712856,Tasmania,-42.10191523,146.6712856,CI,1 Impact control,"paired 5m2 quadrats on each summit, 3-10 replicates, 6 sited","Field, observational",Multiple sites,98,6,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,"Fire (3 - 15 years ago, median: 9 years)",Fire ( < 20 ya),Fire,Fire,Fire,9,NA,Montitega dealbata,Ericaceae,Mat,Alpine Subalpine,Alpine Subalpine,"Alpine, Subalpine, Montane",Dry,Heathland,Fire killed,No fire tolerance,Cyathodes dealbata,Species,Mean percentage cover,Mean percentage cover Table 1,Cover,Cover,Reduce,Exposure,CI,1981,2.566666667,4.579374047,1981,0.966666667,2.319195263,9,-1.5999999999999996,-0.17777777777777773,-0.17777777777777773,-0.177778,-1.6,9,Omit CI design,Omit CI design,No,Tasmania 1981,142.1999969,32.77500153,8,21.25,-0.5,6.25
265,Quant+Qual,Manual3,Kirkpatrick & Dickinson 1987,Kirkpatrick & Dickinson 1987,1987,,1,Partial 1971,Unspecified,Unspecified,Unspecified,1200-1600,1200,1600,Summit,Summit,Peak,Slope / Peak,Summit,Unspecified,Unspecified,Unspecified,Unspecified,"Mt Read and Mt Field, Tasmania",-42.34479432,146.1214755,"Multiple, Tasmania","-42.101915231326544, 146.67128556749628",-42.10191523,146.6712856,Tasmania,-42.10191523,146.6712856,CI,1 Impact control,"paired 5m2 quadrats on each summit, 3-10 replicates, 6 sited","Field, observational",Multiple sites,98,6,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,"Fire (3 - 15 years ago, median: 9 years)",Fire ( < 20 ya),Fire,Fire,Fire,9,NA,Epacris serpyllifolia,Ericaceae,Mat,Alpine Subalpine,Alpine Subalpine,"Alpine, Subalpine",Dry,"Heathland, rocky outcrops",Resprouter,Resprouter,Epacris serpyllifolia,Species,Mean percentage cover,Mean percentage cover Table 1,Cover,Cover,Reduce,Control,CI,1981,1.183333333,2.289468643,1981,2.766666667,4.22784421,9,1.5833333333333337,0.17592592592592596,0.17592592592592596,0.175926,1.583333333,9,Omit CI design,Omit CI design,No,Tasmania 1981,142.1999969,32.77500153,8,21.25,-0.5,6.25
265,Quant+Qual,Manual3,Kirkpatrick & Dickinson 1987,Kirkpatrick & Dickinson 1987,1987,,1,Partial 1971,Unspecified,Unspecified,Unspecified,1200-1600,1200,1600,Summit,Summit,Peak,Slope / Peak,Summit,Unspecified,Unspecified,Unspecified,Unspecified,"Mt Read and Mt Field, Tasmania",-42.34479432,146.1214755,"Multiple, Tasmania","-42.101915231326544, 146.67128556749628",-42.10191523,146.6712856,Tasmania,-42.10191523,146.6712856,CI,1 Impact control,"paired 5m2 quadrats on each summit, 3-10 replicates, 6 sited","Field, observational",Multiple sites,98,6,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,"Fire (3 - 15 years ago, median: 9 years)",Fire ( < 20 ya),Fire,Fire,Fire,9,NA,Epacris serpyllifolia,Ericaceae,Mat,Alpine Subalpine,Alpine Subalpine,"Alpine, Subalpine",Dry,"Heathland, rocky outcrops",Resprouter,Resprouter,Epacris serpyllifolia,Species,Mean percentage cover,Mean percentage cover Table 1,Cover,Cover,Reduce,Exposure,CI,1981,2.766666667,4.22784421,1981,1.183333333,2.289468643,9,-1.5833333333333337,-0.17592592592592596,-0.17592592592592596,-0.175926,-1.583333333,9,Omit CI design,Omit CI design,No,Tasmania 1981,142.1999969,32.77500153,8,21.25,-0.5,6.25
266,Quant+Qual,Manual3,Kirkpatrick & Dickinson 1987,Kirkpatrick & Dickinson 1987,1987,,1,Partial 1971,Unspecified,Unspecified,Unspecified,1200-1600,1200,1600,Summit,Summit,Peak,Slope / Peak,Summit,Unspecified,Unspecified,Unspecified,Unspecified,"Mt Read and Mt Field, Tasmania",-42.34479432,146.1214755,"Multiple, Tasmania","-42.101915231326544, 146.67128556749628",-42.10191523,146.6712856,Tasmania,-42.10191523,146.6712856,CI,1 Impact control,"paired 5m2 quadrats on each summit, 3-10 replicates, 6 sited","Field, observational",Multiple sites,98,6,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,"Fire (3 - 15 years ago, median: 9 years)",Fire ( < 20 ya),Fire,Fire,Fire,9,NA,Pentachondra pumila,Ericaceae,Mat,Alpine,Alpine,Alpine,Both,"Grassland, Herbfield, Fjaeldmark, Bog",Seeder / Soil seed bank,Obligate Seeder,Pentachondra pumila,Species,Mean percentage cover,Mean percentage cover Table 1,Cover,Cover,Reduce,Control,CI,1981,1.216666667,0.762670746,1981,3.316666667,2.978198561,9,2.0999999999999996,0.23333333333333328,0.23333333333333328,0.233333,2.1,9,Omit CI design,Omit CI design,No,Tasmania 1981,142.1999969,32.77500153,8,21.25,-0.5,6.25
266,Quant+Qual,Manual3,Kirkpatrick & Dickinson 1987,Kirkpatrick & Dickinson 1987,1987,,1,Partial 1971,Unspecified,Unspecified,Unspecified,1200-1600,1200,1600,Summit,Summit,Peak,Slope / Peak,Summit,Unspecified,Unspecified,Unspecified,Unspecified,"Mt Read and Mt Field, Tasmania",-42.34479432,146.1214755,"Multiple, Tasmania","-42.101915231326544, 146.67128556749628",-42.10191523,146.6712856,Tasmania,-42.10191523,146.6712856,CI,1 Impact control,"paired 5m2 quadrats on each summit, 3-10 replicates, 6 sited","Field, observational",Multiple sites,98,6,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,"Fire (3 - 15 years ago, median: 9 years)",Fire ( < 20 ya),Fire,Fire,Fire,9,NA,Pentachondra pumila,Ericaceae,Mat,Alpine,Alpine,Alpine,Both,"Grassland, Herbfield, Fjaeldmark, Bog",Seeder / Soil seed bank,Obligate Seeder,Pentachondra pumila,Species,Mean percentage cover,Mean percentage cover Table 1,Cover,Cover,Reduce,Exposure,CI,1981,3.316666667,2.978198561,1981,1.216666667,0.762670746,9,-2.0999999999999996,-0.23333333333333328,-0.23333333333333328,-0.233333,-2.1,9,Omit CI design,Omit CI design,No,Tasmania 1981,142.1999969,32.77500153,8,21.25,-0.5,6.25
267,Quant+Qual,Manual3,Kirkpatrick & Dickinson 1987,Kirkpatrick & Dickinson 1987,1987,,1,Partial 1971,Unspecified,Unspecified,Unspecified,1200-1600,1200,1600,Summit,Summit,Peak,Slope / Peak,Summit,Unspecified,Unspecified,Unspecified,Unspecified,"Mt Read and Mt Field, Tasmania",-42.34479432,146.1214755,"Multiple, Tasmania","-42.101915231326544, 146.67128556749628",-42.10191523,146.6712856,Tasmania,-42.10191523,146.6712856,CI,1 Impact control,"paired 5m2 quadrats on each summit, 3-10 replicates, 6 sited","Field, observational",Multiple sites,98,6,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,"Fire (3 - 15 years ago, median: 9 years)",Fire ( < 20 ya),Fire,Fire,Fire,9,NA,Richea sprengelioides,Ericaceae,Tall,Alpine Subalpine,Alpine Subalpine,"Alpine, Subalpine, Montane",Dry,"Herbfield, rocky sites, woodlands",Fire killed,No fire tolerance,Richea sprengelioides,Species,Mean percentage cover,Mean percentage cover Table 1,Cover,Cover,Reduce,Control,CI,1981,1.15,1.947049049,1981,4.1,3.221179908,9,2.9499999999999997,0.32777777777777772,0.32777777777777772,0.327778,2.95,9,Omit CI design,Omit CI design,No,Tasmania 1981,142.1999969,32.77500153,8,21.25,-0.5,6.25
267,Quant+Qual,Manual3,Kirkpatrick & Dickinson 1987,Kirkpatrick & Dickinson 1987,1987,,1,Partial 1971,Unspecified,Unspecified,Unspecified,1200-1600,1200,1600,Summit,Summit,Peak,Slope / Peak,Summit,Unspecified,Unspecified,Unspecified,Unspecified,"Mt Read and Mt Field, Tasmania",-42.34479432,146.1214755,"Multiple, Tasmania","-42.101915231326544, 146.67128556749628",-42.10191523,146.6712856,Tasmania,-42.10191523,146.6712856,CI,1 Impact control,"paired 5m2 quadrats on each summit, 3-10 replicates, 6 sited","Field, observational",Multiple sites,98,6,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,"Fire (3 - 15 years ago, median: 9 years)",Fire ( < 20 ya),Fire,Fire,Fire,9,NA,Richea sprengelioides,Ericaceae,Tall,Alpine Subalpine,Alpine Subalpine,"Alpine, Subalpine, Montane",Dry,"Herbfield, rocky sites, woodlands",Fire killed,No fire tolerance,Richea sprengelioides,Species,Mean percentage cover,Mean percentage cover Table 1,Cover,Cover,Reduce,Exposure,CI,1981,4.1,3.221179908,1981,1.15,1.947049049,9,-2.9499999999999997,-0.32777777777777772,-0.32777777777777772,-0.327778,-2.95,9,Omit CI design,Omit CI design,No,Tasmania 1981,142.1999969,32.77500153,8,21.25,-0.5,6.25
268,Quant+Qual,Manual3,Kirkpatrick & Dickinson 1987,Kirkpatrick & Dickinson 1987,1987,,1,Partial 1971,Unspecified,Unspecified,Unspecified,1200-1600,1200,1600,Summit,Summit,Peak,Slope / Peak,Summit,Unspecified,Unspecified,Unspecified,Unspecified,"Mt Read and Mt Field, Tasmania",-42.34479432,146.1214755,"Multiple, Tasmania","-42.101915231326544, 146.67128556749628",-42.10191523,146.6712856,Tasmania,-42.10191523,146.6712856,CI,1 Impact control,"paired 5m2 quadrats on each summit, 3-10 replicates, 6 sited","Field, observational",Multiple sites,98,6,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,"Fire (3 - 15 years ago, median: 9 years)",Fire ( < 20 ya),Fire,Fire,Fire,9,NA,Orites acicularis,Proteaceae,Tall,Alpine Subalpine,Alpine Subalpine,"Alpine, Subalpine",Dry,"Fjaeldmark, Heathland",Seeder / Soil seed bank,Obligate Seeder,Orites aciculari,Species,Mean percentage cover,Mean percentage cover Table 1,Cover,Cover,Reduce,Control,CI,1981,0.116666667,0.240138849,1981,5.466666667,5.393947225,9,5.35,0.59444444444444444,0.59444444444444444,0.594444,5.35,9,Omit CI design,Omit CI design,No,Tasmania 1981,142.1999969,32.77500153,8,21.25,-0.5,6.25
268,Quant+Qual,Manual3,Kirkpatrick & Dickinson 1987,Kirkpatrick & Dickinson 1987,1987,,1,Partial 1971,Unspecified,Unspecified,Unspecified,1200-1600,1200,1600,Summit,Summit,Peak,Slope / Peak,Summit,Unspecified,Unspecified,Unspecified,Unspecified,"Mt Read and Mt Field, Tasmania",-42.34479432,146.1214755,"Multiple, Tasmania","-42.101915231326544, 146.67128556749628",-42.10191523,146.6712856,Tasmania,-42.10191523,146.6712856,CI,1 Impact control,"paired 5m2 quadrats on each summit, 3-10 replicates, 6 sited","Field, observational",Multiple sites,98,6,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,"Fire (3 - 15 years ago, median: 9 years)",Fire ( < 20 ya),Fire,Fire,Fire,9,NA,Orites acicularis,Proteaceae,Tall,Alpine Subalpine,Alpine Subalpine,"Alpine, Subalpine",Dry,"Fjaeldmark, Heathland",Seeder / Soil seed bank,Obligate Seeder,Orites aciculari,Species,Mean percentage cover,Mean percentage cover Table 1,Cover,Cover,Reduce,Exposure,CI,1981,5.466666667,5.393947225,1981,0.116666667,0.240138849,9,-5.35,-0.59444444444444444,-0.59444444444444444,-0.594444,-5.35,9,Omit CI design,Omit CI design,No,Tasmania 1981,142.1999969,32.77500153,8,21.25,-0.5,6.25
269,Quant+Qual,Manual3,Kirkpatrick & Dickinson 1987,Kirkpatrick & Dickinson 1987,1987,,1,Partial 1971,Unspecified,Unspecified,Unspecified,1200-1600,1200,1600,Summit,Summit,Peak,Slope / Peak,Summit,Unspecified,Unspecified,Unspecified,Unspecified,"Mt Read and Mt Field, Tasmania",-42.34479432,146.1214755,"Multiple, Tasmania","-42.101915231326544, 146.67128556749628",-42.10191523,146.6712856,Tasmania,-42.10191523,146.6712856,CI,1 Impact control,"paired 5m2 quadrats on each summit, 3-10 replicates, 6 sited","Field, observational",Multiple sites,98,6,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,"Fire (3 - 15 years ago, median: 9 years)",Fire ( < 20 ya),Fire,Fire,Fire,9,NA,Dracophyllum persistentifolium,Ericaceae,Dwarf,Alpine,Alpine,Alpine,Dry,Heathland,Fire killed,No fire tolerance,Richea scoparia,Species,Mean percentage cover,Mean percentage cover Table 1,Cover,Cover,Reduce,Control,CI,1981,2.066666667,2.373745283,1981,8.3,10.68456831,9,6.2333333333333325,0.69259259259259254,0.69259259259259254,0.692593,6.233333333,9,Omit CI design,Omit CI design,No,Tasmania 1981,142.1999969,32.77500153,8,21.25,-0.5,6.25
269,Quant+Qual,Manual3,Kirkpatrick & Dickinson 1987,Kirkpatrick & Dickinson 1987,1987,,1,Partial 1971,Unspecified,Unspecified,Unspecified,1200-1600,1200,1600,Summit,Summit,Peak,Slope / Peak,Summit,Unspecified,Unspecified,Unspecified,Unspecified,"Mt Read and Mt Field, Tasmania",-42.34479432,146.1214755,"Multiple, Tasmania","-42.101915231326544, 146.67128556749628",-42.10191523,146.6712856,Tasmania,-42.10191523,146.6712856,CI,1 Impact control,"paired 5m2 quadrats on each summit, 3-10 replicates, 6 sited","Field, observational",Multiple sites,98,6,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,"Fire (3 - 15 years ago, median: 9 years)",Fire ( < 20 ya),Fire,Fire,Fire,9,NA,Dracophyllum persistentifolium,Ericaceae,Dwarf,Alpine,Alpine,Alpine,Dry,Heathland,Fire killed,No fire tolerance,Richea scoparia,Species,Mean percentage cover,Mean percentage cover Table 1,Cover,Cover,Reduce,Exposure,CI,1981,8.3,10.68456831,1981,2.066666667,2.373745283,9,-6.2333333333333325,-0.69259259259259254,-0.69259259259259254,-0.692593,-6.233333333,9,Omit CI design,Omit CI design,No,Tasmania 1981,142.1999969,32.77500153,8,21.25,-0.5,6.25
270,Quant+Qual,Manual3,Kirkpatrick & Dickinson 1987,Kirkpatrick & Dickinson 1987,1987,,1,Partial 1971,Unspecified,Unspecified,Unspecified,1200-1600,1200,1600,Summit,Summit,Peak,Slope / Peak,Summit,Unspecified,Unspecified,Unspecified,Unspecified,"Mt Read and Mt Field, Tasmania",-42.34479432,146.1214755,"Multiple, Tasmania","-42.101915231326544, 146.67128556749628",-42.10191523,146.6712856,Tasmania,-42.10191523,146.6712856,CI,1 Impact control,"paired 5m2 quadrats on each summit, 3-10 replicates, 6 sited","Field, observational",Multiple sites,98,6,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,"Fire (3 - 15 years ago, median: 9 years)",Fire ( < 20 ya),Fire,Fire,Fire,9,NA,Diselma archer,Cupressaceae,Tall,Subalpine,Subalpine,"Subalpine, Montane, Nonalpine",Wet,,Fire killed,No fire tolerance,Diselma archer,Species,Mean percentage cover,Mean percentage cover Table 1,Cover,Cover,Reduce,Control,CI,1981,0.066666667,0.121106014,1981,17.88333333,13.01221221,9,17.816666666666666,1.9796296296296296,1.9796296296296296,1.97963,17.81666667,9,Omit CI design,Omit CI design,No,Tasmania 1981,142.1999969,32.77500153,8,21.25,-0.5,6.25
270,Quant+Qual,Manual3,Kirkpatrick & Dickinson 1987,Kirkpatrick & Dickinson 1987,1987,,1,Partial 1971,Unspecified,Unspecified,Unspecified,1200-1600,1200,1600,Summit,Summit,Peak,Slope / Peak,Summit,Unspecified,Unspecified,Unspecified,Unspecified,"Mt Read and Mt Field, Tasmania",-42.34479432,146.1214755,"Multiple, Tasmania","-42.101915231326544, 146.67128556749628",-42.10191523,146.6712856,Tasmania,-42.10191523,146.6712856,CI,1 Impact control,"paired 5m2 quadrats on each summit, 3-10 replicates, 6 sited","Field, observational",Multiple sites,98,6,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,Heathland / Grassland,Shrub-dominant,"Fire (3 - 15 years ago, median: 9 years)",Fire ( < 20 ya),Fire,Fire,Fire,9,NA,Diselma archer,Cupressaceae,Tall,Subalpine,Subalpine,"Subalpine, Montane, Nonalpine",Wet,,Fire killed,No fire tolerance,Diselma archer,Species,Mean percentage cover,Mean percentage cover Table 1,Cover,Cover,Reduce,Exposure,CI,1981,17.88333333,13.01221221,1981,0.066666667,0.121106014,9,-17.816666666666666,-1.9796296296296296,-1.9796296296296296,-1.97963,-17.81666667,9,Omit CI design,Omit CI design,No,Tasmania 1981,142.1999969,32.77500153,8,21.25,-0.5,6.25
